Country,Disaster Type,Total Deaths,Disaster_Occurred
China,Explosion (Industrial),18.0,1
El Salvador,Road,22.0,1
Ethiopia,Epidemic,12.0,1
Indonesia,Epidemic,17.0,1
Nigeria,Road,20.0,1
Democratic Republic Of The Congo,Volcanic activity,200.0,1
Democratic Republic Of The Congo,Collapse (Industrial),30.0,1
Indonesia,Flood,13.0,1
New Zealand,Flood,,1
Democratic Republic Of The Congo,Explosion (Miscellaneous),50.0,1
Mauritius,Storm,3.0,1
Ecuador,Air,26.0,1
Thailand,Road,12.0,1
Rwanda,Earthquake,45.0,1
Réunion,Storm,,1
Ghana,Road,22.0,1
Brazil,Water,33.0,1
Angola,Air,30.0,1
China,Explosion (Industrial),28.0,1
Russian Federation,Storm,2.0,1
Nigeria,Explosion (Miscellaneous),1000.0,1
Belgium,Flood,,1
Central African Republic,Wildfire,1.0,1
Egypt,Road,12.0,1
Indonesia,Flood,150.0,1
Germany,Storm,4.0,1
Mauritania,Flood,25.0,1
Colombia,Air,92.0,1
Nigeria,Explosion (Miscellaneous),51.0,1
Poland,Storm,6.0,1
Brazil,Road,12.0,1
China,Explosion (Industrial),14.0,1
China,Explosion (Industrial),22.0,1
Malaysia,Mass movement (wet),10.0,1
Türkiye,Earthquake,42.0,1
Ethiopia,Road,12.0,1
South Africa,Road,12.0,1
Sudan,Water,20.0,1
Thailand,Storm,1.0,1
Papua New Guinea,Earthquake,1.0,1
Sri Lanka,Rail,13.0,1
Mexico,Volcanic activity,,1
South Africa,Rail,22.0,1
Poland,Explosion (Industrial),10.0,1
Iran (Islamic Republic Of),Road,13.0,1
Peru,Flood,6.0,1
Nigeria,Road,30.0,1
Republic Of Korea,Road,16.0,1
Democratic Republic Of The Congo,Flood,40.0,1
Philippines,Water,18.0,1
Brazil,Flood,17.0,1
Malawi,Flood,1.0,1
China,Fire (Industrial),12.0,1
Iran (Islamic Republic Of),Air,117.0,1
Saudi Arabia,Road,40.0,1
Afghanistan,Mass movement (wet),5.0,1
Chile,Wildfire,,1
Democratic Republic Of The Congo,Road,16.0,1
United States Of America,Wildfire,,1
China,Road,25.0,1
China,Road,10.0,1
Malawi,Road,22.0,1
Peru,Road,23.0,1
Peru,Road,23.0,1
Haiti,Road,10.0,1
Iran (Islamic Republic Of),Road,15.0,1
Gambia,Water,9.0,1
Belgium,Flood,,1
Mexico,Industrial accident (General),13.0,1
Guatemala,Flood,,1
China,Fire (Miscellaneous),17.0,1
Iran (Islamic Republic Of),Earthquake,1.0,1
Egypt,Rail,377.0,1
Nepal,Road,40.0,1
Bolivia (Plurinational State Of),Flood,76.0,1
Benin,Road,15.0,1
South Africa,Epidemic,11.0,1
Russian Federation,Air,17.0,1
Philippines,Air,10.0,1
Indonesia,Water,34.0,1
China,Road,24.0,1
Egypt,Collapse (Miscellaneous),20.0,1
Sudan,Miscellaneous accident (General),18.0,1
United States Of America,Storm,28.0,1
Algeria,Road,19.0,1
Morocco,Road,17.0,1
Afghanistan,Earthquake,150.0,1
Pakistan,Earthquake,3.0,1
Tajikistan,Earthquake,,1
China,Fire (Miscellaneous),19.0,1
Ecuador,Flood,31.0,1
Micronesia (Federated States Of),Storm,,1
United States Of America,Storm,20.0,1
Philippines,Earthquake,15.0,1
Egypt,Road,16.0,1
Nigeria,Road,27.0,1
Nigeria,Road,19.0,1
Zimbabwe,Epidemic,4.0,1
Nigeria,Epidemic,120.0,1
Malawi,Epidemic,175.0,1
Nigeria,Epidemic,14.0,1
Afghanistan,Epidemic,60.0,1
Djibouti,Industrial accident (General),1.0,1
Italy,Water,50.0,1
Bangladesh,Fire (Miscellaneous),1.0,1
Saudi Arabia,Fire (Miscellaneous),15.0,1
Egypt,Flood,4.0,1
Senegal,Road,12.0,1
Peru,Road,35.0,1
China,Road,15.0,1
Nigeria,Road,23.0,1
Nigeria,Road,19.0,1
Sudan,Road,30.0,1
Cuba,Air,16.0,1
Brazil,Epidemic,57.0,1
South Africa,Epidemic,1.0,1
India,Epidemic,,1
Australia,Storm,,1
Nigeria,Road,10.0,1
Uruguay,Storm,2.0,1
Nigeria,Collapse (Miscellaneous),10.0,1
Ecuador,Flood,,1
Mozambique,Flood,,1
United States Of America,Storm,6.0,1
Nigeria,Road,17.0,1
Germany,Epidemic,,1
Somalia,Epidemic,30.0,1
Sudan,Epidemic,49.0,1
Canary Islands,Flood,16.0,1
Taiwan (Province Of China),Earthquake,4.0,1
China,Water,15.0,1
Egypt,Road,10.0,1
Afghanistan,Earthquake,1000.0,1
Philippines,Flood,35.0,1
United Arab Emirates,Collapse (Miscellaneous),29.0,1
China,Explosion (Industrial),23.0,1
Spain,Rail,2.0,1
China,Storm,,1
Japan,Wildfire,,1
United States Of America,Flood,7.0,1
United States Of America,Wildfire,,1
Afghanistan,Flood,,1
Indonesia,Flood,14.0,1
Peru,Flood,13.0,1
Afghanistan,Epidemic,82.0,1
South Africa,Epidemic,72.0,1
Papua New Guinea,Mass movement (wet),36.0,1
Nigeria,Water,40.0,1
Algeria,Water,25.0,1
Tajikistan,Flood,,1
Uganda,Flood,,1
Afghanistan,Flood,39.0,1
Viet Nam,Wildfire,,1
China,Explosion (Industrial),24.0,1
Morocco,Road,10.0,1
Nigeria,Road,15.0,1
China,Fire (Industrial),22.0,1
India,Collapse (Miscellaneous),23.0,1
India,Storm,9.0,1
Niger,Epidemic,308.0,1
Afghanistan,Epidemic,2500.0,1
United Republic Of Tanzania,Water,34.0,1
Afghanistan,Earthquake,50.0,1
China,Road,19.0,1
Saudi Arabia,Flood,19.0,1
Bangladesh,Storm,32.0,1
Colombia,Road,25.0,1
Yemen,Flood,2.0,1
Republic Of Korea,Air,129.0,1
Ghana,Flood,,1
India,Storm,,1
South Africa,Storm,,1
Iran (Islamic Republic Of),Flood,11.0,1
South Africa,Road,14.0,1
Somalia,Epidemic,63.0,1
Greece,Water,27.0,1
Oman,Road,46.0,1
Peru,Collapse (Miscellaneous),11.0,1
Ethiopia,Flood,22.0,1
Guinea,Road,10.0,1
Morocco,Road,10.0,1
Morocco,Road,10.0,1
Russian Federation,Miscellaneous accident (General),14.0,1
United States Of America,Rail,4.0,1
Malaysia,Storm,2.0,1
Ghana,Water,102.0,1
Bangladesh,Storm,31.0,1
Serbia Montenegro,Earthquake,1.0,1
Sweden,Epidemic,,1
Indonesia,Flood,19.0,1
Nicaragua,Wildfire,,1
Nigeria,Flood,,1
Philippines,Water,74.0,1
Uruguay,Flood,,1
China,Explosion (Industrial),16.0,1
Afghanistan,Flood,7.0,1
China,Explosion (Industrial),23.0,1
China,Explosion (Industrial),15.0,1
South Africa,Road,21.0,1
Iran (Islamic Republic Of),Earthquake,2.0,1
Georgia,Earthquake,6.0,1
Kenya,Mass movement (wet),16.0,1
Iran (Islamic Republic Of),Road,13.0,1
Tunisia,Air,13.0,1
Sudan,Road,11.0,1
India,Road,45.0,1
Bangladesh,Water,300.0,1
Nigeria,Air,149.0,1
Somalia,Water,90.0,1
Côte D’Ivoire,Epidemic,43.0,1
Guinea,Epidemic,23.0,1
Mali,Epidemic,33.0,1
Senegal,Epidemic,7.0,1
Togo,Epidemic,95.0,1
Benin,Epidemic,50.0,1
Somalia,Fire (Miscellaneous),11.0,1
Costa Rica,Flood,,1
Panama,Flood,4.0,1
Kenya,Flood,53.0,1
United States Of America,Flood,9.0,1
Algeria,Road,21.0,1
Russian Federation,Air,11.0,1
Tunisia,Air,14.0,1
China,Air,112.0,1
China,Road,18.0,1
Uganda,Flood,17.0,1
Rwanda,Flood,69.0,1
United Republic Of Tanzania,Flood,9.0,1
Burundi,Flood,,1
Brazil,Road,20.0,1
United States Of America,Water,28.0,1
China,Flood,,1
Russian Federation,Wildfire,,1
Sudan,Fire (Miscellaneous),,1
Madagascar,Storm,20.0,1
India,Rail,12.0,1
United States Of America,Storm,2.0,1
Pakistan,Extreme temperature,113.0,1
Thailand,Storm,,1
United States Of America,Storm,1.0,1
United States Of America,Rail,4.0,1
Gabon,Water,14.0,1
India,Extreme temperature,1030.0,1
Indonesia,Flood,,1
Croatia,Water,11.0,1
Mali,Road,23.0,1
Afghanistan,Epidemic,,1
Paraguay,Flood,,1
China,Industrial accident (General),23.0,1
Pakistan,Road,14.0,1
Pakistan,Road,12.0,1
India,Epidemic,50.0,1
Pakistan,Epidemic,10.0,1
Papua New Guinea,Epidemic,122.0,1
Bangladesh,Water,40.0,1
China,Flood,,1
India,Fire (Industrial),41.0,1
Colombia,Flood,37.0,1
India,Storm,11.0,1
Kyrgyzstan,Mass movement (wet),,1
United States Of America,Storm,10.0,1
China,Collapse (Industrial),15.0,1
United States Of America,Wildfire,,1
China,Explosion (Industrial),23.0,1
China,Explosion (Industrial),13.0,1
Tajikistan,Flood,,1
Uganda,Water,30.0,1
Taiwan (Province Of China),Air,225.0,1
Mozambique,Rail,195.0,1
Malawi,Miscellaneous accident (General),11.0,1
India,Road,60.0,1
Haiti,Flood,31.0,1
Chile,Flood,14.0,1
Egypt,Road,14.0,1
United States Of America,Water,14.0,1
Jamaica,Flood,9.0,1
Peru,Road,11.0,1
Peru,Road,30.0,1
Nicaragua,Flood,,1
Honduras,Flood,10.0,1
Pakistan,Storm,14.0,1
United States Of America,Wildfire,,1
Pakistan,Road,43.0,1
Angola,Air,20.0,1
Mozambique,Water,20.0,1
El Salvador,Flood,1.0,1
Syrian Arab Republic,Collapse (Miscellaneous),21.0,1
Colombia,Flood,28.0,1
Nigeria,Road,15.0,1
China,Explosion (Industrial),18.0,1
Italy,Flood,,1
China,Flood,22.0,1
Afghanistan,Road,45.0,1
Uganda,Water,35.0,1
Namibia,Water,19.0,1
Iran (Islamic Republic Of),Road,12.0,1
Zimbabwe,Road,37.0,1
China,Flood,793.0,1
United States Of America,Wildfire,,1
Zimbabwe,Road,11.0,1
Burundi,Road,41.0,1
Nigeria,Extreme temperature,60.0,1
United States Of America,Extreme temperature,14.0,1
Italy,Epidemic,3.0,1
Libya,Road,13.0,1
Cuba,Flood,,1
Iran (Islamic Republic Of),Road,10.0,1
China,Mass movement (wet),10.0,1
Republic Of Korea,Road,15.0,1
Iran (Islamic Republic Of),Wildfire,,1
China,Fire (Miscellaneous),24.0,1
India,Road,26.0,1
Egypt,Road,21.0,1
Serbia Montenegro,Flood,2.0,1
Argentina,Earthquake,,1
China,Fire (Industrial),17.0,1
China,Explosion (Industrial),13.0,1
El Salvador,Epidemic,6.0,1
China,Explosion (Industrial),115.0,1
Ghana,Flood,4.0,1
India,Flood,549.0,1
Tajikistan,Flood,8.0,1
Russian Federation,Flood,117.0,1
United Republic Of Tanzania,Industrial accident (General),42.0,1
Iran (Islamic Republic Of),Earthquake,227.0,1
United States Of America,Wildfire,,1
United Republic Of Tanzania,Rail,281.0,1
Republic Of Moldova,Flood,1.0,1
Sudan,Road,13.0,1
Bangladesh,Epidemic,96.0,1
Democratic Republic Of The Congo,Epidemic,39.0,1
Mozambique,Epidemic,17.0,1
Algeria,Fire (Miscellaneous),22.0,1
Bolivia (Plurinational State Of),Road,43.0,1
China,Fire (Industrial),14.0,1
Hungary,Road,19.0,1
Türkiye,Water,12.0,1
India,Rail,30.0,1
Canada,Fire (Miscellaneous),,1
China,Explosion (Industrial),14.0,1
Germany,Air,71.0,1
Indonesia,Road,22.0,1
Sudan,Water,18.0,1
Micronesia (Federated States Of),Storm,47.0,1
Panama,Epidemic,,1
China,Explosion (Industrial),39.0,1
China,Industrial accident (General),15.0,1
Bangladesh,Flood,10.0,1
Brazil,Flood,,1
Canada,Flood,,1
Central African Republic,Air,23.0,1
China,Storm,5.0,1
Japan,Storm,1.0,1
Republic Of Korea,Storm,4.0,1
Egypt,Road,18.0,1
Philippines,Storm,33.0,1
Canada,Wildfire,,1
Yemen,Flood,10.0,1
United States Of America,Flood,10.0,1
China,Gas leak,13.0,1
China,Explosion (Industrial),44.0,1
Indonesia,Fire (Miscellaneous),53.0,1
South Africa,Wildfire,3.0,1
Albania,Epidemic,,1
Honduras,Epidemic,8.0,1
Afghanistan,Epidemic,35.0,1
Germany,Storm,7.0,1
Ukraine,Fire (Industrial),35.0,1
Bolivia (Plurinational State Of),Storm,20.0,1
Philippines,Storm,62.0,1
Republic Of Korea,Storm,16.0,1
Bangladesh,Storm,10.0,1
Iran (Islamic Republic Of),Road,12.0,1
South Africa,Road,18.0,1
Nepal,Mass movement (wet),472.0,1
Peru,Storm,59.0,1
Japan,Storm,,1
Japan,Storm,5.0,1
Guam,Storm,,1
United Kingdom Of Great Britain And Northern Ireland,Air,11.0,1
China,Epidemic,,1
Afghanistan,Epidemic,3.0,1
Ecuador,Mass movement (dry),60.0,1
Uganda,Road,80.0,1
Nigeria,Road,12.0,1
Nigeria,Road,16.0,1
South Africa,Storm,22.0,1
Guatemala,Road,16.0,1
Saudi Arabia,Road,26.0,1
Venezuela (Bolivarian Republic Of),Flood,4.0,1
Peru,Fire (Miscellaneous),24.0,1
Romania,Flood,8.0,1
China,Storm,25.0,1
Afghanistan,Explosion (Miscellaneous),13.0,1
Türkiye,Flood,34.0,1
Côte D’Ivoire,Epidemic,19.0,1
Burundi,Epidemic,13.0,1
Serbia Montenegro,Road,10.0,1
Yemen,Flood,13.0,1
China,Explosion (Miscellaneous),18.0,1
India,Water,65.0,1
Ukraine,Air,83.0,1
Burundi,Epidemic,6.0,1
Russian Federation,Air,14.0,1
United States Of America,Rail,,1
China,Flood,11.0,1
Zimbabwe,Collapse (Industrial),20.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,1.0,1
Ukraine,Explosion (Industrial),18.0,1
Spain,Water,13.0,1
Romania,Flood,4.0,1
Germany,Flood,27.0,1
Mali,Flood,2.0,1
Russian Federation,Wildfire,,1
Viet Nam,Flood,10.0,1
Romania,Flood,1.0,1
Italy,Flood,,1
Mexico,Road,33.0,1
Republic Of Korea,Flood,21.0,1
Tajikistan,Flood,24.0,1
Nigeria,Epidemic,72.0,1
Madagascar,Epidemic,671.0,1
Democratic People'S Republic Of Korea,Flood,,1
Czechia,Flood,18.0,1
Puerto Rico,Air,10.0,1
China,Flood,61.0,1
Russian Federation,Flood,82.0,1
China,Flood,165.0,1
Spain,Miscellaneous accident (General),,1
United Kingdom Of Great Britain And Northern Ireland,Flood,,1
Austria,Flood,9.0,1
India,Flood,33.0,1
China,Road,34.0,1
Papua New Guinea,Volcanic activity,,1
Paraguay,Storm,,1
Argentina,Extreme temperature,,1
Chile,Extreme temperature,,1
Uganda,Road,17.0,1
Niger,Storm,4.0,1
China,Flood,178.0,1
Philippines,Flood,26.0,1
Iran (Islamic Republic Of),Flood,39.0,1
Iran (Islamic Republic Of),Road,14.0,1
United States Of America,Epidemic,214.0,1
Ecuador,Epidemic,,1
Burundi,Epidemic,68.0,1
Rwanda,Epidemic,83.0,1
Hungary,Flood,,1
Guinea,Road,25.0,1
China,Mass movement (wet),16.0,1
Pakistan,Flood,14.0,1
Mexico,Flood,27.0,1
India,Road,28.0,1
Indonesia,Earthquake,,1
Slovakia,Flood,,1
South Africa,Flood,16.0,1
Sudan,Flood,,1
Guatemala,Epidemic,1.0,1
Algeria,Water,26.0,1
China,Road,23.0,1
China,Explosion (Miscellaneous),10.0,1
Russian Federation,Road,24.0,1
Türkiye,Road,31.0,1
Cambodia,Flood,29.0,1
Democratic Republic Of The Congo,Epidemic,24.0,1
Philippines,Storm,7.0,1
Indonesia,Fire (Miscellaneous),,1
Russian Federation,Air,21.0,1
China,Extreme temperature,7.0,1
Philippines,Flood,18.0,1
Russian Federation,Flood,,1
India,Epidemic,86.0,1
Myanmar,Flood,21.0,1
Indonesia,Explosion (Miscellaneous),12.0,1
China,Miscellaneous accident (General),38.0,1
India,Flood,100.0,1
Algeria,Flood,29.0,1
Nepal,Air,18.0,1
Nepal,Road,45.0,1
Pakistan,Flood,22.0,1
Nigeria,Road,16.0,1
Egypt,Earthquake,,1
Chile,Flood,2.0,1
Democratic Republic Of The Congo,Fire (Miscellaneous),12.0,1
Nigeria,Road,40.0,1
Nigeria,Road,25.0,1
Belgium,Flood,,1
Türkiye,Water,11.0,1
Bulgaria,Flood,1.0,1
France,Flood,,1
Brazil,Air,23.0,1
India,Water,51.0,1
Indonesia,Water,16.0,1
Republic Of Korea,Storm,184.0,1
Bolivia (Plurinational State Of),Road,30.0,1
Democratic People'S Republic Of Korea,Storm,3.0,1
Thailand,Mass movement (wet),35.0,1
China,Explosion (Industrial),39.0,1
Russian Federation,Wildfire,,1
Malawi,Epidemic,41.0,1
United Republic Of Tanzania,Epidemic,9.0,1
India,Flood,22.0,1
United States Of America,Storm,,1
China,Storm,26.0,1
Japan,Storm,1.0,1
Taiwan (Province Of China),Storm,1.0,1
Iran (Islamic Republic Of),Road,22.0,1
India,Road,36.0,1
China,Collapse (Miscellaneous),10.0,1
France,Flood,25.0,1
Egypt,Road,17.0,1
Yemen,Flood,28.0,1
Papua New Guinea,Earthquake,4.0,1
Ecuador,Road,13.0,1
India,Water,18.0,1
Viet Nam,Flood,82.0,1
Liberia,Epidemic,,1
United States Of America,Road,14.0,1
Guatemala,Mass movement (wet),68.0,1
India,Earthquake,2.0,1
Russian Federation,Air,11.0,1
Italy,Water,34.0,1
India,Rail,112.0,1
Zimbabwe,Epidemic,,1
Seychelles,Storm,,1
Germany,Chemical spill,,1
Argentina,Road,47.0,1
Equatorial Guinea,Fire (Miscellaneous),,1
China,Road,16.0,1
India,Explosion (Miscellaneous),17.0,1
Nigeria,Fire (Industrial),45.0,1
Democratic Republic Of The Congo,Epidemic,67.0,1
Honduras,Flood,,1
China,Storm,25.0,1
United States Of America,Flood,,1
Dominican Republic,Fire (Miscellaneous),28.0,1
Russian Federation,Mass movement (wet),122.0,1
United Republic Of Tanzania,Water,20.0,1
Cuba,Storm,,1
Russian Federation,Air,16.0,1
Albania,Flood,1.0,1
China,Collapse (Miscellaneous),21.0,1
Mexico,Storm,13.0,1
Viet Nam,Flood,55.0,1
Indonesia,Explosion (Industrial),10.0,1
Afghanistan,Flood,35.0,1
Lao People'S Democratic Republic,Flood,2.0,1
Indonesia,Wildfire,,1
Indonesia,Water,10.0,1
Barbados,Storm,,1
United States Of America,Wildfire,,1
Pakistan,Rail,14.0,1
Türkiye,Water,13.0,1
Pakistan,Road,19.0,1
Gambia,Water,1863.0,1
Sudan,Storm,33.0,1
South Africa,Road,24.0,1
United States Of America,Wildfire,,1
Cayman Islands,Storm,,1
Jamaica,Storm,4.0,1
Pakistan,Flood,1.0,1
Thailand,Flood,,1
Democratic Republic Of The Congo,Explosion (Miscellaneous),25.0,1
Guatemala,Road,47.0,1
Syrian Arab Republic,Mass movement (wet),80.0,1
India,Air,15.0,1
Nepal,Epidemic,32.0,1
Russian Federation,Storm,6.0,1
Cuba,Storm,3.0,1
Grenada,Storm,,1
Australia,Storm,,1
Mexico,Flood,10.0,1
Russian Federation,Extreme temperature,242.0,1
China,Mass movement (wet),15.0,1
Thailand,Flood,154.0,1
Brazil,Road,27.0,1
Indonesia,Earthquake,8.0,1
China,Mass movement (wet),22.0,1
Mexico,Storm,,1
Algeria,Flood,13.0,1
Spain,Water,12.0,1
India,Flood,11.0,1
Philippines,Road,12.0,1
United States Of America,Storm,1.0,1
Saint Vincent And The Grenadines,Storm,4.0,1
United Republic Of Tanzania,Earthquake,2.0,1
China,Earthquake,,1
Cayman Islands,Storm,,1
Jamaica,Storm,,1
Haiti,Storm,4.0,1
Central African Republic,Epidemic,6.0,1
China,Flood,16.0,1
Nigeria,Road,21.0,1
Nigeria,Road,50.0,1
Azerbaijan,Water,42.0,1
India,Fire (Miscellaneous),12.0,1
India,Explosion (Industrial),12.0,1
China,Explosion (Industrial),44.0,1
Afghanistan,Epidemic,100.0,1
United States Of America,Epidemic,,1
Iran (Islamic Republic Of),Road,25.0,1
Mexico,Storm,3.0,1
Mozambique,Storm,3.0,1
United Kingdom Of Great Britain And Northern Ireland,Storm,7.0,1
Belgium,Storm,5.0,1
France,Storm,4.0,1
Germany,Storm,11.0,1
Austria,Storm,2.0,1
Switzerland,Storm,1.0,1
Netherlands (Kingdom Of The),Storm,4.0,1
Czechia,Storm,2.0,1
Poland,Storm,3.0,1
Viet Nam,Fire (Miscellaneous),60.0,1
Italy,Earthquake,,1
Denmark,Storm,1.0,1
Sweden,Storm,1.0,1
Comoros,Water,16.0,1
China,Fire (Industrial),30.0,1
Democratic Republic Of The Congo,Epidemic,41.0,1
South Africa,Road,10.0,1
Canada,Epidemic,2.0,1
Egypt,Road,15.0,1
Kenya,Flood,14.0,1
Italy,Earthquake,30.0,1
China,Flood,,1
Pakistan,Earthquake,17.0,1
Ecuador,Volcanic activity,,1
Greece,Flood,,1
Indonesia,Water,70.0,1
Luxembourg,Air,20.0,1
China,Explosion (Industrial),26.0,1
Mexico,Road,14.0,1
Philippines,Air,19.0,1
United States Of America,Storm,36.0,1
Indonesia,Volcanic activity,,1
India,Storm,124.0,1
Afghanistan,Epidemic,17.0,1
Philippines,Water,41.0,1
Bangladesh,Storm,49.0,1
Austria,Storm,1.0,1
Peru,Flood,4.0,1
Spain,Industrial accident (General),,1
Peru,Water,30.0,1
Kenya,Flood,12.0,1
France,Storm,1.0,1
Nigeria,Road,18.0,1
Nigeria,Road,16.0,1
Algeria,Explosion (Miscellaneous),12.0,1
Sudan,Epidemic,,1
Senegal,Epidemic,11.0,1
Ecuador,Explosion (Miscellaneous),8.0,1
India,Road,60.0,1
Pakistan,Earthquake,19.0,1
Central African Republic,Water,58.0,1
Argentina,Storm,3.0,1
United States Of America,Storm,,1
Viet Nam,Storm,,1
Bangladesh,Rail,10.0,1
Colombia,Mass movement (wet),70.0,1
India,Flood,20.0,1
France,Rail,12.0,1
Philippines,Road,33.0,1
Indonesia,Flood,13.0,1
India,Road,27.0,1
Morocco,Flood,80.0,1
Ethiopia,Road,17.0,1
Ethiopia,Road,17.0,1
Türkiye,Road,10.0,1
South Africa,Road,14.0,1
Congo,Flood,,1
Italy,Flood,2.0,1
Central African Republic,Road,22.0,1
Democratic Republic Of The Congo,Epidemic,18.0,1
Switzerland,Mass movement (wet),1.0,1
China,Road,15.0,1
India,Road,35.0,1
Libya,Water,68.0,1
Saudi Arabia,Road,17.0,1
Venezuela (Bolivarian Republic Of),Fire (Miscellaneous),50.0,1
Morocco,Water,32.0,1
Bangladesh,Miscellaneous accident (General),30.0,1
United States Of America,Storm,30.0,1
Guam,Storm,1.0,1
Poland,Extreme temperature,183.0,1
Costa Rica,Flood,10.0,1
Panama,Flood,1.0,1
Greece,Earthquake,,1
Ethiopia,Road,25.0,1
India,Epidemic,44.0,1
Nigeria,Epidemic,14.0,1
Nigeria,Epidemic,11.0,1
Nigeria,Epidemic,12.0,1
Democratic Republic Of The Congo,Epidemic,17.0,1
Greece,Flood,,1
Australia,Wildfire,2.0,1
Mongolia,Storm,3.0,1
Romania,Extreme temperature,10.0,1
Cuba,Rail,13.0,1
Indonesia,Mass movement (wet),32.0,1
Vanuatu,Earthquake,,1
North Macedonia,Epidemic,,1
India,Road,15.0,1
Ireland,Flood,,1
United Kingdom Of Great Britain And Northern Ireland,Flood,,1
United States Of America,Fire (Miscellaneous),,1
China,Explosion (Industrial),11.0,1
Greece,Flood,,1
Uganda,Water,23.0,1
Iran (Islamic Republic Of),Road,17.0,1
Nigeria,Road,30.0,1
Liberia,Water,60.0,1
North Macedonia,Flood,,1
Syrian Arab Republic,Road,12.0,1
Brazil,Water,44.0,1
China,Water,40.0,1
Egypt,Collapse (Miscellaneous),,1
Sudan,Road,31.0,1
Sri Lanka,Flood,2.0,1
Egypt,Flood,14.0,1
Lebanon,Storm,,1
Türkiye,Storm,10.0,1
Nigeria,Epidemic,12.0,1
United States Of America,Storm,13.0,1
India,Rail,19.0,1
Thailand,Road,13.0,1
Greece,Water,12.0,1
Australia,Storm,,1
China,Explosion (Industrial),13.0,1
Kenya,Flood,6.0,1
Iran (Islamic Republic Of),Air,45.0,1
United States Of America,Storm,18.0,1
China,Storm,27.0,1
Iran (Islamic Republic Of),Earthquake,,1
Mexico,Extreme temperature,50.0,1
Iran (Islamic Republic Of),Road,18.0,1
Malawi,Flood,8.0,1
Türkiye,Road,11.0,1
Iran (Islamic Republic Of),Fire (Miscellaneous),27.0,1
Solomon Islands,Storm,,1
Nigeria,Road,36.0,1
Portugal,Flood,1.0,1
Papua New Guinea,Epidemic,20.0,1
Mexico,Explosion (Miscellaneous),78.0,1
India,Extreme temperature,900.0,1
Bangladesh,Extreme temperature,700.0,1
Indonesia,Earthquake,,1
Iran (Islamic Republic Of),Earthquake,,1
Indonesia,Earthquake,3.0,1
United Republic Of Tanzania,Road,40.0,1
Brazil,Mass movement (wet),74.0,1
Japan,Storm,,1
Northern Mariana Islands,Storm,,1
China,Explosion (Industrial),25.0,1
China,Fire (Industrial),29.0,1
Vanuatu,Flood,,1
Brazil,Mass movement (wet),13.0,1
Nepal,Extreme temperature,60.0,1
Côte D’Ivoire,Epidemic,15.0,1
Democratic Republic Of The Congo,Epidemic,,1
Pakistan,Extreme temperature,,1
China,Earthquake,2.0,1
Egypt,Road,29.0,1
Democratic Republic Of The Congo,Epidemic,2000.0,1
Colombia,Flood,,1
Dominican Republic,Flood,3.0,1
Burundi,Flood,,1
Colombia,Flood,,1
Ecuador,Volcanic activity,,1
Chile,Flood,3.0,1
Argentina,Flood,4.0,1
Guatemala,Storm,2.0,1
Nicaragua,Storm,2.0,1
El Salvador,Storm,,1
Sri Lanka,Water,10.0,1
Congo,Epidemic,128.0,1
Bangladesh,Road,31.0,1
India,Road,26.0,1
China,Road,21.0,1
China,Road,22.0,1
Mexico,Road,27.0,1
India,Road,21.0,1
United Republic Of Tanzania,Road,37.0,1
India,Road,46.0,1
India,Road,24.0,1
Zimbabwe,Road,6.0,1
Nigeria,Road,55.0,1
Afghanistan,Road,26.0,1
Brazil,Explosion (Miscellaneous),1.0,1
Afghanistan,Explosion (Miscellaneous),11.0,1
Morocco,Fire (Miscellaneous),49.0,1
China,Epidemic,20.0,1
Democratic Republic Of The Congo,Epidemic,296.0,1
Niger,Epidemic,8.0,1
Philippines,Storm,42.0,1
Philippines,Storm,14.0,1
Philippines,Storm,57.0,1
Canary Islands,Flood,6.0,1
United States Of America,Storm,1.0,1
South Africa,Storm,1.0,1
Italy,Earthquake,2.0,1
Namibia,Drought,,1
Malawi,Drought,500.0,1
Viet Nam,Drought,,1
Thailand,Drought,,1
Philippines,Drought,,1
China,Drought,,1
Mexico,Drought,,1
Italy,Drought,,1
Guinea-Bissau,Drought,,1
Lesotho,Drought,,1
India,Drought,,1
Cabo Verde,Drought,,1
Cambodia,Drought,,1
Senegal,Drought,,1
Gambia,Drought,,1
China,Drought,,1
Brazil,Drought,,1
